ID,Airline name ,Travel,Time,Stops,Ticket prize(Doller),Depreture  Airport,Depreture Time,1st Stoppage Waiting Hour,1st Stoppage,2nd StoppageWaiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
1517,Emirates,45h,5m,1,1600,DAC,10:15a,21h 45m,DXB,,,,,EWR,09:20p,
1518,Emirates,42h,40m,1,1600,DAC,10:15a,20h 40m,DXB,,,,,JFK,06:55p,   Apr 8
1519,Emirates,41h,10m,1,1600,DAC,01:40a,22h 20m,DXB,,,,,JFK,08:50a,   Apr 8
1520,Emirates,32h,35m,1,1600,DAC,10:15a,13h 45m,DXB,,,,,JFK,08:50a,   Apr 8
1521,American,27h,40m,1,1600,DAC,05:05a,7h 55m,DOH,,,,,JFK,10:45p,
1522,Emirates,23h,20m,1,1600,DAC,07:30p,4h 20m,DXB,,,,,JFK,08:50a,   Apr 8
1523,Multiple,27h,14m,2,1594,DAC,06:35a,1h 0m,IST,2h 20m,SFO,,,LAS,08:49p,
1524,Multiple,14h,5m,2,1591,DAC,03:35a,1h 35m,DOH,,,,,DXB,03:40p,
1525,Qatar,38h,30m,1,1590,DAC,10:50a,18h 35m,DOH,,,,,JFK,03:20p,   Apr 8
1526,Qatar,21h,40m,1,1586,DAC,10:50a,1h 45m,DOH,,,,,JFK,10:30p,   Apr 8
1527,Turkish,28h,27m,2,1582,DAC,06:35a,2h 5m,IST,2h 8m,ORD,,,LAS,10:02p,
1528,British,37h,0m,2,1573,DAC,10:50a,3h 10m,DOH,13h 0m,LHR,,,EWR,01:50p,
1529,British,36h,40m,2,1573,DAC,10:50a,3h 10m,DOH,12h 30m,LHR,,,JFK,01:30p,   Apr 8
1530,British,35h,45m,2,1573,DAC,10:50a,3h 10m,DOH,11h 50m,LHR,,,JFK,12:35p,   Apr 8
1531,British,34h,15m,2,1573,DAC,10:50a,3h 10m,DOH,10h 25m,LHR,,,JFK,11:05a,   Apr 8
1532,British,27h,15m,2,1573,DAC,08:15p,2h 10m,DOH,4h 5m,LHR,,,JFK,01:30p,   Apr 8
1533,British,27h,15m,2,1573,DAC,08:15p,2h 45m,DOH,3h 30m,LHR,,,JFK,01:30p,   Apr 8
1534,British,26h,20m,2,1573,DAC,08:15p,2h 10m,DOH,3h 25m,LHR,,,JFK,12:35p,   Apr 8
1535,British,26h,20m,2,1573,DAC,08:15p,2h 45m,DOH,2h 50m,LHR,,,JFK,12:35p,   Apr 8
1536,British,24h,50m,2,1573,DAC,08:15p,2h 10m,DOH,2h 0m,LHR,,,JFK,11:05a,   Apr 8
1537,American,51h,55m,2,1564,DAC,05:05a,17h 50m,DOH,8h 36m,DFW,,,LGA,11:00p,   Apr 8
1538,American,50h,32m,2,1564,DAC,05:05a,17h 50m,DOH,7h 15m,DFW,,,EWR,09:37p,   Apr 8
1539,American,48h,20m,2,1564,DAC,05:05a,17h 50m,DOH,5h 2m,DFW,,,LGA,07:25p,   Apr 8
1540,American,46h,27m,2,1564,DAC,05:05a,17h 50m,DOH,3h 12m,DFW,,,EWR,05:32p,   Apr 8
1541,American,45h,49m,2,1564,DAC,05:05a,17h 50m,DOH,2h 27m,DFW,,,LGA,04:54p,   Apr 8
1542,Multiple,50h,18m,2,1563,DAC,01:40a,4h 25m,DXB,23h 30m,LAX,,,LAS,02:58p,   Apr 8
1543,Singapore,20h,30m,1,1561,DAC,11:55p,9h 5m,SIN,,,,,DXB,06:25p,   Apr 8
1544,Multiple,49h,38m,2,1557,DAC,08:55p,2h 30m,AUH,22h 50m,ORD,,,LAS,09:33a,   Apr 9
1545,Multiple,48h,24m,2,1552,DAC,06:35a,1h 0m,IST,23h 47m,LAX,,,LAS,05:59p,   Apr 8
1546,Multiple,39h,55m,2,1552,DAC,06:35a,1h 0m,IST,15h 20m,LAX,,,LAS,09:30a,   Apr 8
1547,Multiple,48h,24m,2,1546,DAC,06:35a,20h 0m,IST,4h 27m,LAX,,,LAS,05:59p,   Apr 8
1548,Multiple,30h,24m,2,1546,DAC,06:35a,1h 0m,IST,5h 47m,LAX,,,LAS,11:59p,
1549,Etihad,37h,42m,2,1538,DAC,08:55p,9h 30m,AUH,2h 35m,JFK,,,LAS,09:37p,   Apr 8
1550,Etihad,37h,42m,2,1538,DAC,08:55p,3h 0m,AUH,9h 5m,JFK,,,LAS,09:37p,   Apr 8
1551,Multiple,35h,22m,2,1538,DAC,08:55p,2h 30m,AUH,8h 40m,ORD,,,LAS,07:17p,   Apr 8
1552,Multiple,31h,45m,2,1538,DAC,08:55p,2h 30m,AUH,4h 53m,ORD,,,LAS,03:40p,   Apr 8
1553,Multiple,21h,55m,1,1536,DAC,10:50a,2h 10m,DOH,,,,,JFK,10:45p,   Apr 8
1554,Multiple,45h,23m,2,1501,DAC,06:35a,1h 0m,IST,20h 50m,LAX,,,LAS,02:58p,   Apr 8
1555,Multiple,39h,39m,2,1501,DAC,06:35a,2h 5m,IST,13h 25m,ORD,,,LAS,09:14a,   Apr 8
1556,Qatar,49h,33m,2,1500,DAC,05:30a,23h 45m,DOH,2h 50m,LAX,,,LAS,06:03p,   Apr 8
1557,Qatar,44h,13m,2,1500,DAC,10:50a,18h 25m,DOH,2h 50m,LAX,,,LAS,06:03p,   Apr 8
1558,Multiple,62h,38m,2,1491,DAC,06:35a,20h 0m,IST,18h 45m,LAX,,,LAS,08:13a,
1559,Multiple,28h,27m,2,1486,DAC,06:35a,2h 5m,IST,2h 8m,ORD,,,LAS,10:02p,
1560,Qatar,50h,30m,2,1480,DAC,05:30a,23h 45m,DOH,3h 46m,ATL,,,LGA,10:00p,
1561,Emirates,42h,40m,2,1477,DAC,10:15a,2h 40m,DXB,19h 40m,MXP,,,JFK,06:55p,   Apr 8
1562,British,42h,40m,2,1477,DAC,10:50a,12h 5m,DOH,10h 0m,LGW,,,EWR,07:30p,   Apr 8
1563,British,37h,0m,2,1477,DAC,10:50a,12h 5m,DOH,4h 15m,LGW,,,EWR,01:50p,   Apr 8
1564,British,35h,45m,2,1477,DAC,10:50a,12h 5m,DOH,3h 5m,LGW,,,JFK,12:35p,   Apr 8
1565,British,37h,0m,2,1473,DAC,10:50a,11h 35m,DOH,4h 40m,LGW,,,EWR,01:50p,   Apr 8
1566,British,36h,40m,2,1473,DAC,10:50a,11h 35m,DOH,4h 10m,LGW,,,JFK,01:30p,   Apr 8
1567,British,35h,45m,2,1473,DAC,10:50a,11h 35m,DOH,3h 30m,LGW,,,JFK,12:35p,   Apr 8
1568,British,37h,0m,2,1460,DAC,10:50a,12h 10m,DOH,4h 0m,LHR,,,EWR,01:50p,   Apr 8
1569,British,35h,45m,2,1460,DAC,10:50a,12h 10m,DOH,2h 50m,LHR,,,JFK,12:35p,   Apr 8
1570,Emirates,33h,25m,1,1458,DAC,07:30p,11h 15m,DXB,,,,,JFK,06:55p,   Apr 8
1571,Emirates,29h,40m,1,1458,DAC,01:40a,6h 20m,DXB,,,,,EWR,09:20p,   Apr 8
1572,Emirates,28h,55m,1,1458,DAC,07:30p,10h 0m,DXB,,,,,JFK,02:25p,
1573,British,37h,0m,2,1456,DAC,10:50a,11h 35m,DOH,4h 35m,LHR,,,EWR,01:50p,   Apr 8
1574,British,36h,40m,2,1456,DAC,10:50a,11h 35m,DOH,4h 5m,LHR,,,JFK,01:30p,   Apr 8
1575,British,35h,45m,2,1456,DAC,10:50a,11h 35m,DOH,3h 25m,LHR,,,JFK,12:35p,   Apr 8
1576,British,35h,45m,2,1456,DAC,10:50a,1h 35m,DOH,13h 25m,LHR,,,JFK,12:35p,   Apr 8
1577,British,34h,15m,2,1456,DAC,10:50a,11h 35m,DOH,2h 0m,LHR,,,JFK,11:05a,   Apr 8
1578,British,34h,15m,2,1456,DAC,10:50a,1h 35m,DOH,12h 0m,LHR,,,JFK,11:05a,   Apr 8
1579,British,27h,35m,2,1456,DAC,08:15p,2h 10m,DOH,4h 35m,LHR,,,EWR,01:50p,   Apr 8
1580,British,27h,35m,2,1456,DAC,08:15p,2h 45m,DOH,4h 0m,LHR,,,EWR,01:50p,   Apr 8
1581,Emirates,22h,45m,1,1448,DAC,01:40a,4h 0m,DXB,,,,,JFK,02:25p,   Apr 8
1582,Turkish,38h,45m,1,1441,DAC,06:35a,19h 20m,IST,,,,,JFK,11:20a,
1583,Qatar,43h,50m,1,1435,DAC,05:30a,23h 55m,DOH,,,,,JFK,03:20p,   Apr 8
1584,Qatar,27h,0m,1,1431,DAC,05:30a,7h 5m,DOH,,,,,JFK,10:30p,   Apr 8
1585,Multiple,27h,15m,1,1376,DAC,05:30a,7h 30m,DOH,,,,,JFK,10:45p,
1586,Turkish,25h,20m,1,1368,DAC,06:35a,12h 25m,IST,,,,,DXB,05:55a,   Apr 8
1587,Multiple,14h,20m,2,1326,DAC,09:30p,1h 10m,DOH,,,,,DXB,09:50a,   Apr 8
1588,Multiple,14h,20m,2,1326,DAC,09:30p,1h 10m,DOH,,,,,DXB,09:50a,   Apr 8
1589,Emirates,35h,50m,1,1313,DAC,07:30p,12h 20m,DXB,,,,,EWR,09:20p,
1590,Emirates,27h,15m,1,1313,DAC,01:40a,5h 15m,DXB,,,,,JFK,06:55p,   Apr 8
1591,Gulf Air Company,8h,25m,1,1300,DAC,05:40a,1h 25m,BAH,,,,,DXB,12:05p,
1592,Turkish,21h,15m,1,1297,DAC,06:35a,1h 50m,IST,,,,,JFK,05:50p,
1593,Etihad,22h,35m,1,1283,DAC,08:55p,3h 0m,AUH,,,,,JFK,09:30a,   Apr 8
1594,Kuwait,21h,15m,1,1264,DAC,03:10a,2h 10m,KWI,,,,,JFK,02:25p,
1595,Multiple,43h,41m,2,1217,DAC,06:35a,1h 55m,IST,16h 40m,IAH,,,LAS,01:16p,
1596,Multiple,27h,10m,1,1212,DAC,12:55p,19h 5m,CMB,,,,,DXB,02:05p,   Apr 8
1597,Multiple,18h,30m,1,1212,DAC,12:55p,10h 30m,CMB,,,,,DXB,05:25a,   Apr 8
1598,Turkish,26h,5m,1,1175,DAC,06:35a,6h 20m,IST,,,,,EWR,10:40p,
1599,Emirates,57h,25m,2,1156,DAC,07:30p,17h 15m,DXB,19h 40m,MXP,,,JFK,06:55p,   Apr 9
1600,Emirates,51h,15m,2,1156,DAC,01:40a,11h 15m,DXB,19h 40m,MXP,,,JFK,06:55p,   Apr 8
1601,Multiple,41h,32m,2,1140,DAC,06:35a,1h 55m,IST,14h 30m,IAH,,,LAS,11:07a,
1602,Multiple,39h,42m,2,1140,DAC,06:35a,1h 55m,IST,12h 40m,IAH,,,LAS,09:17a,
1603,Turkish,19h,45m,1,1106,DAC,06:35a,6h 45m,IST,,,,,DXB,12:20a,   Apr 8
1604,Qatar,25h,40m,1,1103,DAC,03:35a,18h 40m,DOH,,,,,DXB,03:15a,   Apr 8
1605,Qatar,19h,20m,1,1103,DAC,03:35a,12h 20m,DOH,,,,,DXB,08:55p,
1606,Qatar,19h,20m,1,1103,DAC,03:35a,12h 20m,DOH,,,,,DXB,08:55p,
1607,Qatar,25h,25m,1,978,DAC,09:30p,18h 25m,DOH,,,,,DXB,08:55p,   Apr 8
1608,Qatar,25h,25m,1,978,DAC,09:30p,18h 25m,DOH,,,,,DXB,08:55p,   Apr 8
1609,Qatar,7h,45m,1,975,DAC,09:30p,45m,DOH,,,,,DXB,03:15a,   Apr 8
1610,Turkish,21h,50m,1,968,DAC,06:35a,8h 45m,IST,,,,,DXB,02:25a,   Apr 8
1611,Saudia,21h,10m,1,908,DAC,02:20a,11h 10m,JED,,,,,DXB,09:30p,
1612,Saudia,19h,15m,1,908,DAC,02:20a,9h 20m,JED,,,,,DXB,07:35p,
1613,Saudia,15h,40m,1,908,DAC,02:20a,5h 40m,JED,,,,,DXB,04:00p,
1614,Saudia,12h,40m,1,908,DAC,02:20a,2h 35m,JED,,,,,DXB,01:00p,
1615,Emirates,4h,50m,Non,877,DAC,01:40a,,,,,,,DXB,04:30a,Shortest Duration
1616,Turkish,31h,35m,1,854,DAC,06:35a,18h 30m,IST,,,,,DXB,12:10p,   Apr 8
1617,Himalaya,11h,45m,1,853,DAC,04:30p,5h 30m,KTM,,,,,DXB,02:15a,   Apr 8
1618,Srilankan,10h,45m,1,833,DAC,12:55p,2h 45m,CMB,,,,,DXB,09:40p,
1619,Oman,8h,5m,1,827,DAC,09:35a,2h 0m,MCT,,,,,DXB,03:40p,
1620,Emirates,5h,0m,Non,781,DAC,07:30p,,,,,,,DXB,10:30p,
1621,Flydubai,5h,40m,Non,752,DAC,09:20a,,,,,,,DXB,01:00p,
1622,Oman,26h,15m,1,726,DAC,09:35a,20h 10m,MCT,,,,,DXB,09:50a,   Apr 8
1623,Oman,19h,35m,1,726,DAC,09:35a,13h 30m,MCT,,,,,DXB,03:10a,   Apr 8
1624,Oman,13h,50m,1,726,DAC,09:35a,7h 45m,MCT,,,,,DXB,09:25p,
1625,Emirates,4h,50m,Non,681,DAC,10:15a,,,,,,,DXB,01:05p,Shortest Duration
1626,Kuwait,16h,45m,1,677,DAC,03:10a,9h 20m,KWI,,,,,DXB,05:55p,
1627,Flydubai,5h,35m,Non,655,DAC,09:55p,,,,,,,DXB,01:30a,   Apr 8
1628,Kuwait,27h,0m,1,591,DAC,11:20a,18h 30m,KWI,,,,,DXB,12:20p,   Apr 8
1629,Kuwait,11h,10m,1,552,DAC,03:10a,3h 45m,KWI,,,,,DXB,12:20p,
1630,IndiGo,28h,50m,1,513,DAC,05:00p,22h 40m,DEL,,,,,DXB,07:50p,   Apr 8
1631,Qatar,23h,45m,1,502,DAC,05:30a,16h 45m,DOH,,,,,DXB,03:15a,   Apr 8
1632,Qatar,18h,25m,1,499,DAC,10:50a,11h 25m,DOH,,,,,DXB,03:15a,   Apr 8
1633,Qatar,17h,25m,1,499,DAC,05:30a,10h 25m,DOH,,,,,DXB,08:55p,
1634,Qatar,17h,25m,1,499,DAC,05:30a,10h 25m,DOH,,,,,DXB,08:55p,
1635,Qatar,12h,5m,1,499,DAC,10:50a,5h 5m,DOH,,,,,DXB,08:55p,
1636,Qatar,12h,5m,1,499,DAC,10:50a,5h 5m,DOH,,,,,DXB,08:55p,
1637,IndiGo,27h,50m,1,488,DAC,02:15p,21h 35m,HYD,,,,,DXB,04:05p,   Apr 8
1638,IndiGo,22h,10m,1,488,DAC,02:15p,16h 5m,HYD,,,,,DXB,10:25a,   Apr 8
1639,IndiGo,19h,50m,1,476,DAC,05:00p,13h 55m,DEL,,,,,DXB,10:50a,   Apr 8
1640,Kuwait,8h,35m,1,466,DAC,11:20a,1h 10m,KWI,,,,,DXB,05:55p,
1641,IndiGo,16h,55m,1,462,DAC,06:15p,10h 0m,MAA,,,,,DXB,09:10a,   Apr 8
1642,IndiGo,9h,25m,1,450,DAC,02:15p,3h 15m,HYD,,,,,DXB,09:40p,
1643,IndiGo,8h,50m,1,405,DAC,02:10p,2h 45m,BOM,,,,,DXB,09:00p,
1644,IndiGo,28h,45m,1,405,DAC,02:10p,22h 40m,BOM,,,,,SHJ,04:55p,
1645,IndiGo,21h,30m,1,397,DAC,02:10p,15h 25m,BOM,,,,,DXB,09:40a,Cheapest
1646,IndiGo,15h,50m,1,397,DAC,02:10p,9h 45m,BOM,,,,,DXB,04:00a,Cheapest
1647,Etihad,28h,0m,2,3166,BOM,04:45a,15h 25m,AUH,3h 35m,CMB,,,MLE,08:15a,   Apr 8
1648,Etihad,28h,0m,2,3166,BOM,04:45a,16h 50m,AUH,2h 20m,"CMB""sc-jRQBWg",,,LHR,,   Apr 8
1649,Etihad,26h,10m,2,3166,BOM,06:35a,13h 30m,AUH,3h 35m,CMB,,,MLE,08:15a,   Apr 8
1650,Etihad,26h,10m,2,3166,BOM,06:35a,14h 55m,AUH,2h 20m,CMB,,,MLE,08:15a,   Apr 8
1651,Multiple,17h,30m,2,3116,BOM,04:30p,2h 25m,AMD,1h 10m,"AUH""sc-jRQBWg",,,DXB,11:30a,   Apr 8
1652,Etihad,8h,50m,1,2936,BOM,09:55p,1h 40m,AUH,,,,,MLE,06:15a,   Apr 8
1653,Etihad,26h,0m,1,2936,BOM,04:45a,18h 50m,AUH,,,,,MLE,08:15a,   Apr 8
1654,Etihad,24h,10m,1,2936,BOM,06:35a,16h 55m,AUH,,,,,MLE,06:15a,   Apr 8
1655,Etihad,32h,55m,1,2505,BOM,09:55p,23h 30m,AUH,,,,,BKK,08:20a,   Apr 9
1656,Etihad,27h,25m,1,2505,BOM,06:35a,15h 5m,AUH,,,,,BKK,11:30a,   Apr 8
1657,Etihad,26h,5m,1,2505,BOM,04:45a,16h 40m,AUH,,,,,BKK,08:20a,   Apr 8
1658,Etihad,24h,15m,1,2505,BOM,06:35a,14h 45m,AUH,,,,,BKK,08:20a,   Apr 8
1659,Etihad,20h,35m,1,2505,BOM,09:55p,11h 10m,AUH,,,,,BKK,08:00p,   Apr 8
1660,Etihad,13h,45m,1,2505,BOM,04:45a,4h 20m,AUH,,,,,BKK,08:00p,
1661,Etihad,11h,55m,1,2505,BOM,06:35a,2h 25m,AUH,,,,,BKK,08:00p,
1662,Emirates,16h,50m,1,2134,BOM,10:20p,9h 15m,DXB,,,,,MLE,06:15a,   Apr 8
1663,Multiple,21h,40m,2,1922,BOM,11:35p,9h 30m,SIN,2h 50m,USM,,,BKK,10:45p,   Apr 8
1664,Multiple,20h,50m,1,1906,BOM,01:25a,11h 40m,HKG,,,,,BKK,11:45p,
1665,Emirates,20h,50m,2,1855,BOM,10:20p,2h 25m,DXB,7h 15m,HKT,,,BKK,08:40p,   Apr 8
1666,Multiple,14h,15m,2,1815,BOM,06:30p,2h 20m,DEL,2h 5m,KUL,,,BKK,10:15a,   Apr 8
1667,Emirates,10h,40m,1,1797,BOM,04:30a,3h 20m,DXB,,,,,MLE,02:40p,
1668,Singapore,23h,0m,1,1607,BOM,11:40p,12h 55m,SIN,,,,,MLE,02:40p,   Apr 8
1669,Emirates,21h,20m,2,1480,BOM,03:35p,3h 55m,DXB,4h 5m,SIN,,,BKK,02:25p,   Apr 8
1670,Qatar,28h,5m,1,1443,BOM,04:50a,19h 45m,DOH,,,,,MLE,08:30a,   Apr 8
1671,Qatar,28h,10m,1,1443,BOM,04:50a,19h 50m,DOH,,,,,MLE,10:10p,   Apr 8
1672,Qatar,27h,30m,1,1443,BOM,04:50a,19h 10m,DOH,,,,,MLE,08:25a,   Apr 8
1673,Qatar,11h,30m,1,1440,BOM,04:50a,3h 10m,DOH,,,,,MLE,07:50a,
1674,Qatar,24h,45m,1,1379,BOM,04:50a,14h 10m,DOH,,,,,BKK,07:05a,   Apr 8
1675,Qatar,12h,45m,1,1375,BOM,04:50a,2h 10m,DOH,,,,,BKK,07:05p,
1676,Emirates,11h,30m,1,1375,BOM,04:30a,4h 10m,DXB,,,,,MLE,03:50p,
1677,Emirates,11h,0m,1,1375,BOM,04:30a,3h 45m,DXB,,,,,MLE,03:30p,
1678,Multiple,19h,30m,2,1338,BOM,01:15p,3h 40m,KUL,5h 30m,CMB,,,MLE,03:00p,   Apr 8
1679,Multiple,17h,25m,2,1299,BOM,11:35p,5h 20m,SIN,2h 10m,SGN,,,BKK,06:30p,   Apr 8
1680,Multiple,16h,10m,2,1275,BOM,04:00p,3h 5m,BLR,3h 0m,DXB,,,MLE,08:15a,   Apr 8
1681,Multiple,14h,40m,2,1275,BOM,05:30p,1h 35m,BLR,3h 0m,DXB,,,MLE,07:40a,   Apr 8
1682,Qatar,25h,25m,1,1254,BOM,04:10a,14h 50m,DOH,,,,,BKK,07:05a,   Apr 8
1683,Emirates,24h,45m,1,1247,BOM,05:20a,15h 25m,DXB,,,,,BKK,07:35a,   Apr 8
1684,Emirates,12h,5m,1,1236,BOM,05:20a,2h 35m,DXB,,,,,BKK,06:55p,
1685,Multiple,26h,0m,2,1234,BOM,05:15a,4h 5m,MAA,13h 10m,SIN,,,BKK,08:45a,   Apr 8
1686,Emirates,23h,55m,1,1206,BOM,03:35p,16h 25m,DXB,,,,,MLE,07:40a,   Apr 8
1687,Emirates,20h,10m,1,1206,BOM,07:20p,12h 45m,DXB,,,,,MLE,03:00p,   Apr 8
1688,Emirates,17h,10m,1,1206,BOM,10:20p,9h 40m,DXB,,,,,MLE,03:00p,   Apr 8
1689,Emirates,9h,50m,1,1195,BOM,05:20a,2h 15m,DXB,,,,,MLE,03:00p,
1690,Emirates,10h,10m,1,1195,BOM,05:20a,2h 40m,DXB,,,,,MLE,03:00p,
1691,Multiple,17h,35m,2,1186,BOM,02:40p,4h 55m,DEL,2h 15m,DXB,,,MLE,02:40p,   Apr 8
1692,Multiple,17h,30m,2,1186,BOM,02:40p,4h 55m,DEL,2h 35m,DXB,,,MLE,07:45a,   Apr 8
1693,Multiple,16h,30m,2,1186,BOM,03:45p,3h 40m,DEL,2h 15m,DXB,,,MLE,07:40a,   Apr 8
1694,Multiple,16h,25m,2,1186,BOM,03:45p,3h 40m,DEL,2h 35m,DXB,,,MLE,07:45a,   Apr 8
1695,Multiple,17h,15m,2,1134,BOM,05:30p,1h 35m,BLR,3h 20m,DXB,,,BKK,12:15p,   Apr 8
1696,Qatar,11h,45m,1,1111,BOM,05:50p,1h 15m,DOH,,,,,BKK,07:05a,   Apr 8
1697,Singapore,9h,50m,1,1043,BOM,11:40p,1h 50m,SIN,,,,,BKK,11:00a,   Apr 8
1698,Singapore,25h,5m,1,1043,BOM,11:45a,17h 0m,SIN,,,,,BKK,02:20p,   Apr 8
1699,Singapore,21h,45m,1,1043,BOM,11:45a,13h 40m,SIN,,,,,BKK,11:00a,   Apr 8
1700,Singapore,19h,20m,1,1043,BOM,11:45a,11h 20m,SIN,,,,,BKK,08:35a,   Apr 8
1701,Singapore,17h,50m,1,1043,BOM,11:40p,9h 50m,SIN,,,,,BKK,07:00p,   Apr 8
1702,Singapore,16h,15m,1,1043,BOM,11:40p,8h 20m,SIN,,,,,BKK,05:25p,   Apr 8
1703,Singapore,13h,10m,1,1043,BOM,11:40p,5h 10m,SIN,,,,,BKK,02:20p,   Apr 8
1704,Qatar,23h,45m,1,1035,BOM,05:50p,13h 15m,DOH,,,,,BKK,07:05p,   Apr 8
1705,Qatar,17h,50m,1,1032,BOM,05:50p,7h 20m,DOH,,,,,BKK,01:10p,   Apr 8
1706,Qatar,17h,0m,1,1032,BOM,05:50p,6h 40m,DOH,,,,,BKK,12:20p,   Apr 8
1707,Qatar,13h,25m,1,1032,BOM,04:10a,2h 50m,DOH,,,,,BKK,07:05p,
1708,Singapore,27h,30m,1,1015,BOM,11:45a,19h 35m,SIN,,,,,BKK,04:45p,   Apr 8
1709,Singapore,25h,25m,1,1015,BOM,11:45a,17h 20m,SIN,,,,,BKK,02:40p,   Apr 8
1710,Singapore,20h,35m,1,1015,BOM,11:45a,12h 30m,SIN,,,,,BKK,09:50a,   Apr 8
1711,Singapore,18h,15m,1,1015,BOM,11:40p,10h 10m,SIN,,,,,BKK,07:25p,   Apr 8
1712,Singapore,15h,35m,1,1015,BOM,11:40p,7h 45m,SIN,,,,,BKK,04:45p,   Apr 8
1713,Singapore,19h,0m,1,1014,BOM,11:45a,10h 40m,SIN,,,,,BKK,08:15a,   Apr 8
1714,Singapore,13h,30m,1,1014,BOM,11:40p,5h 30m,SIN,,,,,BKK,02:40p,   Apr 8
1715,Emirates,26h,35m,1,979,BOM,05:20a,18h 15m,DXB,,,,,MLE,07:40a,   Apr 8
1716,Emirates,22h,5m,1,979,BOM,10:10a,14h 30m,DXB,,,,,MLE,07:25a,   Apr 8
1717,Qatar,28h,50m,1,978,BOM,04:10a,20h 30m,DOH,,,,,MLE,07:45a,   Apr 8
1718,Qatar,28h,45m,1,978,BOM,04:10a,20h 25m,DOH,,,,,MLE,08:30a,   Apr 8
1719,Qatar,28h,10m,1,978,BOM,04:10a,19h 50m,DOH,,,,,MLE,08:25a,   Apr 8
1720,Qatar,22h,30m,1,978,BOM,05:50p,14h 15m,DOH,,,,,MLE,07:50a,   Apr 8
1721,Qatar,15h,5m,1,975,BOM,05:50p,6h 50m,DOH,,,,,MLE,08:30a,   Apr 8
1722,Qatar,15h,10m,1,975,BOM,05:50p,6h 55m,DOH,,,,,MLE,03:50p,   Apr 8
1723,Qatar,14h,30m,1,975,BOM,05:50p,6h 15m,DOH,,,,,MLE,08:25a,   Apr 8
1724,Emirates,25h,50m,1,974,BOM,03:35p,16h 20m,DXB,,,,,BKK,06:55p,   Apr 8
1725,Emirates,25h,35m,1,974,BOM,04:30a,16h 30m,DXB,,,,,BKK,07:35a,   Apr 8
1726,Emirates,25h,20m,1,974,BOM,10:10a,16h 5m,DXB,,,,,BKK,01:00p,   Apr 8
1727,Emirates,24h,35m,1,974,BOM,10:10a,15h 10m,DXB,,,,,BKK,12:15p,   Apr 8
1728,Emirates,22h,5m,1,974,BOM,07:20p,12h 40m,DXB,,,,,BKK,06:55p,   Apr 8
1729,Emirates,19h,5m,1,974,BOM,10:20p,9h 35m,DXB,,,,,BKK,06:55p,   Apr 8
1730,Emirates,19h,55m,1,974,BOM,10:10a,10h 50m,DXB,,,,,BKK,07:35a,   Apr 8
1731,Emirates,19h,55m,1,974,BOM,03:35p,10h 25m,DXB,,,,,BKK,01:00p,   Apr 8
1732,Emirates,19h,10m,1,974,BOM,03:35p,9h 30m,DXB,,,,,BKK,12:15p,   Apr 8
1733,Emirates,16h,10m,1,974,BOM,07:20p,6h 45m,DXB,,,,,BKK,01:00p,   Apr 8
1734,Emirates,15h,25m,1,974,BOM,07:20p,5h 50m,DXB,,,,,BKK,12:15p,   Apr 8
1735,Emirates,14h,30m,1,974,BOM,03:35p,5h 10m,DXB,,,,,BKK,07:35a,   Apr 8
1736,Emirates,9h,55m,1,968,BOM,10:20p,2h 5m,DXB,,,,,MLE,03:30p,   Apr 8
1737,Emirates,9h,50m,1,968,BOM,10:20p,2h 25m,DXB,,,,,MLE,07:45a,   Apr 8
1738,Emirates,22h,0m,1,968,BOM,10:10a,14h 50m,DXB,,,,,MLE,07:50a,   Apr 8
1739,Emirates,16h,40m,1,968,BOM,03:35p,8h 50m,DXB,,,,,MLE,07:40a,   Apr 8
1740,Emirates,16h,35m,1,968,BOM,03:35p,9h 10m,DXB,,,,,MLE,07:45a,   Apr 8
1741,Emirates,12h,55m,1,968,BOM,07:20p,5h 10m,DXB,,,,,MLE,07:40a,   Apr 8
1742,Emirates,12h,50m,1,968,BOM,07:20p,5h 30m,DXB,,,,,MLE,07:45a,   Apr 8
1743,Emirates,10h,40m,1,968,BOM,05:20a,3h 5m,DXB,,,,,MLE,07:40a,
1744,Emirates,13h,10m,1,963,BOM,10:20p,3h 40m,DXB,,,,,BKK,01:00p,   Apr 8
1745,Emirates,12h,55m,1,963,BOM,04:30a,3h 40m,DXB,,,,,BKK,06:55p,
1746,Emirates,12h,25m,1,963,BOM,10:20p,2h 45m,DXB,,,,,BKK,12:15p,   Apr 8
1747,Emirates,10h,45m,1,963,BOM,07:20p,1h 30m,DXB,,,,,BKK,07:35a,   Apr 8
1748,Malaysian,9h,20m,1,865,BOM,11:25p,1h 35m,KUL,,,,,BKK,10:15a,   Apr 8
1749,Malaysian,18h,0m,1,865,BOM,11:25p,10h 20m,KUL,,,,,BKK,06:55p,   Apr 8
1750,Malaysian,16h,25m,1,865,BOM,11:25p,8h 35m,KUL,,,,,BKK,05:20p,   Apr 8
1751,Malaysian,15h,25m,1,865,BOM,11:25p,7h 40m,KUL,,,,,BKK,04:20p,   Apr 8
1752,Malaysian,12h,30m,1,865,BOM,11:25p,4h 45m,KUL,,,,,BKK,01:25p,   Apr 8
1753,Emirates,21h,45m,1,863,BOM,10:10a,13h 40m,DXB,,,,,MLE,07:40a,   Apr 8
