ID,Airline name ,Travel,Time,Stops,Ticket prize(Doller),Depreture  Airport,Depreture Time,1st Stoppage Waiting Hour,1st Stoppage,2nd StoppageWaiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
1,Multiple,23h,45m,2,859,STN,02:55p,2h 30m,DXB,,,,,LGA,08:40p,   Apr 8
2,Emirates,34h,40m,1,781,STN,02:55p,21h 30m,DXB,,,,,EWR,07:35a,   Apr 9
3,Emirates,22h,0m,1,771,STN,02:55p,8h 40m,DXB,,,,,EWR,06:55p,   Apr 8
4,Emirates,16h,5m,1,771,STN,02:55p,2h 45m,DXB,,,,,JFK,01:00p,   Apr 8
5,Emirates,15h,20m,1,771,STN,02:55p,1h 50m,DXB,,,,,EWR,12:15p,   Apr 8
6,IndiGo,13h,45m,1,409,SHJ,03:40p,7h 20m,TRV,,,,,BKK,06:00p,   Apr 8
7,IndiGo,8h,40m,1,387,SHJ,08:45p,2h 15m,TRV,,,,,BKK,02:15p,   Apr 8
8,IndiGo,20h,10m,1,282,SHJ,05:25a,13h 50m,LKO,,,,,BKK,02:15p,   Apr 8
9,IndiGo,17h,10m,1,282,SHJ,08:25a,10h 45m,LKO,,,,,BKK,02:15p,   Apr 8
10,IndiGo,28h,20m,1,239,SHJ,06:50p,23h 25m,HYD,,,,,BKK,01:40a,   Apr 8
11,IndiGo,26h,40m,1,239,SHJ,08:30p,21h 40m,HYD,,,,,BKK,03:00a,   Apr 8
12,IndiGo,17h,50m,1,239,SHJ,05:20a,12h 35m,HYD,,,,,BKK,03:00a,   Apr 8
13,IndiGo,16h,20m,1,239,SHJ,06:50a,11h 10m,HYD,,,,,BKK,01:40a,   Apr 8
14,IndiGo,14h,0m,1,226,SHJ,09:10a,8h 50m,HYD,,,,,BKK,04:10p,   Apr 8
15,IndiGo,12h,15m,1,226,SHJ,10:55a,7h 0m,HYD,,,,,BKK,04:10p,   Apr 8
16,Singapore,23h,10m,1,1555,LHR,09:10a,7h 20m,SIN,sc-jRQBWg 3,sc-eCImPb 5,,,JFK,02:20p,   Apr 8
17,Singapore,20h,55m,1,1555,LHR,11:25a,5h 20m,SIN,,,,,EWR,02:20p,   Apr 8
18,Singapore,19h,50m,1,1555,LHR,09:10a,4h 0m,SIN,,,,,EWR,11:00a,   Apr 8
19,Singapore,17h,35m,1,1555,LHR,11:25a,2h 0m,SIN,,,,,EWR,11:00a,   Apr 8
20,Singapore,17h,25m,1,1555,LHR,09:10a,1h 40m,SIN,,,,,EWR,08:35a,   Apr 8
21,SWISS,35h,10m,2,1486,LHR,05:15p,14h 5m,GVA,,,,,EWR,10:25a,   Apr 9
22,British,33h,5m,1,1416,LHR,04:00p,19h 10m,DOH,,,,,EWR,07:05a,   Apr 9
23,Qatar,33h,5m,1,1404,LHR,04:00p,19h 10m,DOH,,,,,EWR,07:05a,   Apr 9
24,Multiple,18h,25m,1,1399,LHR,11:55a,4h 40m,DOH,,,,,EWR,12:20p,   Apr 8
25,Multiple,15h,15m,1,1399,LHR,03:05p,1h 30m,DOH,,,,,EWR,12:20p,   Apr 8
26,KLM-Royal Dutch,18h,50m,1,1366,LHR,08:40a,6h 10m,AMS,,,,,EWR,09:30a,   Apr 8
27,KLM-Royal Dutch,17h,35m,1,1366,LHR,09:55a,4h 45m,AMS,,,,,EWR,09:30a,   Apr 8
28,Kuwait,16h,25m,1,1331,LHR,11:45a,3h 20m,KWI,,,,,EWR,10:10a,   Apr 8
29,Turkish,26h,40m,1,1324,LHR,06:45a,13h 10m,IST,,,,,JFK,03:25p,   Apr 8
30,British,32h,25m,1,1283,LHR,09:55p,18h 30m,DOH,,,,,JFK,12:20p,   Apr 9
31,British,27h,10m,1,1283,LHR,09:55p,13h 15m,DOH,,,,,JFK,07:05a,   Apr 9
32,Austrian,26h,40m,1,1281,LHR,06:00a,14h 15m,VIE,,,,,JFK,02:40p,   Apr 8
33,Lufthansa,25h,15m,1,1281,LHR,06:55a,12h 40m,MUC,,,,,JFK,02:10p,   Apr 8
34,Lufthansa,24h,45m,1,1281,LHR,07:25a,12h 10m,MUC,,,,,JFK,02:10p,   Apr 8
35,Austrian,23h,35m,1,1281,LHR,09:05a,11h 5m,VIE,,,,,JFK,02:40p,   Apr 8
36,Lufthansa,21h,20m,1,1281,LHR,10:50a,8h 45m,MUC,,,,,EWR,02:10p,   Apr 8
37,Lufthansa,18h,35m,1,1281,LHR,01:35p,6h 0m,MUC,,,,,JFK,02:10p,   Apr 8
38,Austrian,17h,35m,1,1281,LHR,03:05p,5h 5m,VIE,,,,,JFK,02:40p,   Apr 8
39,Lufthansa,15h,45m,1,1281,LHR,04:25p,3h 10m,MUC,,,,,JFK,02:10p,   Apr 8
40,Austrian,13h,10m,1,1281,LHR,07:30p,45m,VIE,,,,,EWR,02:40p,   Apr 8
41,SWISS,22h,25m,1,1280,LHR,06:00a,10h 0m,ZRH,,,,,EWR,10:25a,   Apr 8
42,SWISS,19h,45m,1,1280,LHR,08:40a,7h 5m,ZRH,,,,,JFK,10:25a,   Apr 8
43,SWISS,16h,20m,1,1280,LHR,12:05p,3h 55m,ZRH,,,,,JFK,10:25a,   Apr 8
44,SWISS,14h,40m,1,1280,LHR,01:45p,2h 10m,ZRH,,,,,JFK,10:25a,   Apr 8
45,British,18h,25m,1,1279,LHR,11:55a,4h 30m,DOH,,,,,JFK,12:20p,   Apr 8
46,British,15h,10m,1,1279,LHR,04:00p,1h 15m,DOH,,,,,JFK,01:10p,   Apr 8
47,Qatar,32h,25m,1,1271,LHR,09:55p,18h 40m,DOH,,,,,JFK,12:20p,   Apr 9
48,Qatar,27h,10m,1,1271,LHR,09:55p,13h 15m,DOH,,,,,JFK,07:05a,   Apr 9
49,Qatar,18h,25m,1,1268,LHR,11:55a,4h 40m,DOH,,,,,JFK,12:20p,   Apr 8
50,Qatar,15h,10m,1,1268,LHR,04:00p,1h 15m,DOH,,,,,EWR,01:10p,   Apr 8
51,Multiple,15h,10m,1,1266,LHR,04:00p,1h 15m,DOH,,,,,EWR,01:10p,   Apr 8
52,Asiana,20h,30m,1,1218,LHR,08:40p,2h 0m,ICN,,,,,EWR,11:10p,   Apr 8
53,SWISS,38h,0m,2,1190,LHR,02:25p,12h 55m,GVA,,,,,JFK,10:25a,   Apr 9
54,SWISS,35h,10m,2,1190,LHR,05:15p,11h 30m,GVA,,,,,EWR,10:25a,   Apr 9
55,British,34h,0m,1,1184,LHR,03:05p,20h 5m,DOH,,,,,EWR,07:05a,   Apr 9
56,British,33h,15m,1,1184,LHR,09:55p,19h 20m,DOH,,,,,EWR,01:10p,   Apr 9
57,British,19h,15m,1,1180,LHR,11:55a,5h 20m,DOH,,,,,EWR,01:10p,   Apr 8
58,British,17h,5m,1,1180,LHR,08:00a,3h 10m,DOH,,,,,EWR,07:05a,   Apr 8
59,British,15h,15m,1,1180,LHR,03:05p,1h 20m,DOH,,,,,EWR,12:20p,   Apr 8
60,Qatar,34h,0m,1,1172,LHR,03:05p,20h 5m,DOH,,,,,EWR,07:05a,   Apr 9
61,Qatar,33h,15m,1,1172,LHR,09:55p,19h 20m,DOH,,,,,EWR,01:10p,   Apr 9
62,Qatar,19h,15m,1,1169,LHR,11:55a,5h 20m,DOH,,,,,EWR,01:10p,   Apr 8
63,Qatar,16h,35m,1,1169,LHR,08:30a,2h 45m,DOH,,,,,EWR,07:05a,   Apr 8
64,Qatar,15h,15m,1,1169,LHR,03:05p,1h 30m,DOH,,,,,EWR,12:20p,   Apr 8
65,Turkish,31h,40m,1,1165,LHR,04:40p,18h 20m,IST,,,,,EWR,06:20a,   Apr 9
66,Turkish,26h,10m,1,1165,LHR,10:10p,12h 55m,IST,,,,,LGA,06:20a,   Apr 9
67,Turkish,22h,0m,1,1165,LHR,11:25a,8h 40m,IST,,,,,LGA,03:25p,   Apr 8
68,Turkish,16h,45m,1,1165,LHR,04:40p,3h 15m,IST,,,,,EWR,03:25p,   Apr 8
69,Oman,15h,10m,1,1125,LHR,08:50p,1h 45m,MCT,,,,,EWR,06:00p,   Apr 8
70,Multiple,35h,15m,1,1115,LHR,08:25p,23h 0m,AMS,,,,,EWR,01:40p,   Apr 9
71,Multiple,34h,45m,1,1115,LHR,08:55p,22h 35m,AMS,,,,,JFK,01:40p,   Apr 9
72,Lufthansa,35h,45m,1,1113,LHR,08:25p,23h 10m,MUC,,,,,JFK,02:10p,   Apr 9
73,KLM-Royal Dutch,21h,0m,1,1110,LHR,06:30a,8h 15m,AMS,,,,,LGA,09:30a,   Apr 8
74,KLM-Royal Dutch,15h,45m,1,1110,LHR,11:45a,3h 5m,AMS,,,,,LGA,09:30a,   Apr 8
75,Saudia,23h,40m,1,1102,LHR,10:00a,9h 20m,RUH,,,,,EWR,03:40p,   Apr 8
76,Saudia,18h,30m,1,1102,LHR,03:10p,4h 10m,RUH,,,,,EWR,03:40p,   Apr 8
77,Srilankan,26h,45m,1,1098,LHR,09:30p,12h 25m,CMB,,,,,EWR,06:15a,   Apr 9
78,British,22h,20m,1,1098,LHR,08:00a,8h 25m,DOH,,,,,EWR,12:20p,   Apr 8
79,British,16h,5m,1,1098,LHR,03:05p,2h 10m,DOH,,,,,JFK,01:10p,   Apr 8
80,Qatar,21h,50m,1,1087,LHR,08:30a,8h 10m,DOH,,,,,EWR,12:20p,   Apr 8
81,Qatar,16h,5m,1,1087,LHR,03:05p,2h 10m,DOH,,,,,LGA,01:10p,   Apr 8
82,Singapore,34h,35m,1,1077,LHR,10:05p,19h 0m,SIN,,,,,EWR,02:40p,   Apr 9
83,Singapore,31h,0m,1,1077,LHR,08:50p,15h 25m,SIN,,,,,LGA,09:50a,   Apr 9
84,Singapore,29h,45m,1,1077,LHR,10:05p,14h 10m,SIN,,,,,LGA,09:50a,   Apr 9
85,Singapore,29h,25m,1,1077,LHR,08:50p,13h 35m,SIN,,,,,EWR,08:15a,   Apr 9
86,Singapore,28h,15m,1,1077,LHR,09:10a,12h 20m,SIN,,,,,EWR,07:25p,   Apr 8
87,Singapore,28h,10m,1,1077,LHR,10:05p,12h 20m,SIN,,,,,EWR,08:15a,   Apr 9
88,Singapore,26h,0m,1,1077,LHR,11:25a,10h 20m,SIN,,,,,EWR,07:25p,   Apr 8
89,Singapore,25h,35m,1,1077,LHR,09:10a,9h 55m,SIN,,,,,EWR,04:45p,   Apr 8
90,Singapore,23h,30m,1,1077,LHR,09:10a,7h 40m,SIN,,,,,JFK,02:40p,   Apr 8
91,Singapore,23h,20m,1,1077,LHR,11:25a,7h 55m,SIN,,,,,LGA,04:45p,   Apr 8
92,Singapore,21h,15m,1,1077,LHR,11:25a,5h 40m,SIN,,,,,LGA,02:40p,   Apr 8
93,Singapore,18h,40m,1,1077,LHR,09:10a,2h 50m,SIN,,,,,LGA,09:50a,   Apr 8
94,Kuwait,32h,55m,1,1057,LHR,11:45a,19h 50m,KWI,,,,,LGA,02:40a,   Apr 9
95,Oman,27h,30m,1,1045,LHR,08:50p,14h 5m,MCT,,,,,EWR,06:20a,   Apr 9
96,British,23h,10m,1,1032,LHR,08:00a,9h 15m,DOH,,,,,EWR,01:10p,   Apr 8
97,Turkish,29h,15m,1,1027,LHR,07:05p,15h 50m,IST,,,,,LGA,06:20a,   Apr 9
98,Turkish,14h,55m,1,1027,LHR,06:30p,1h 35m,IST,,,,,LGA,03:25p,   Apr 8
99,Qatar,22h,40m,1,1021,LHR,08:30a,8h 50m,DOH,,,,,LGA,01:10p,   Apr 8
100,Ethiopian,34h,15m,1,993,LHR,09:00p,17h 10m,ADD,,,,,LGA,01:15p,   Apr 9
101,Multiple,29h,35m,2,974,LHR,09:05a,8h 20m,DXB,,,,,LGA,08:40p,   Apr 8
102,Multiple,24h,20m,2,974,LHR,02:20p,3h 10m,DXB,,,,,LGA,08:40p,   Apr 8
103,Multiple,23h,20m,2,974,LHR,09:05a,2h 5m,DXB,,,,,LGA,02:25p,   Apr 8
104,Kuwait,27h,55m,1,947,LHR,04:45p,14h 50m,KWI,,,,,JFK,02:40a,   Apr 9
105,Turkish,29h,50m,1,936,LHR,06:30p,16h 40m,IST,,,,,EWR,06:20a,   Apr 9
106,British,35h,20m,1,925,LHR,07:00p,21h 25m,DOH,,,,,LGA,12:20p,   Apr 9
107,British,30h,5m,1,925,LHR,07:00p,16h 10m,DOH,,,,,LGA,07:05a,   Apr 9
108,British,29h,5m,1,925,LHR,08:00a,15h 10m,DOH,,,,,EWR,07:05p,   Apr 8
109,British,25h,10m,1,921,LHR,11:55a,11h 15m,DOH,,,,,LGA,07:05p,   Apr 8
110,British,22h,0m,1,921,LHR,03:05p,8h 5m,DOH,,,,,EWR,07:05p,   Apr 8
111,British,21h,5m,1,921,LHR,04:00p,7h 10m,DOH,,,,,EWR,07:05p,   Apr 8
112,British,18h,5m,1,921,LHR,07:00p,4h 10m,DOH,,,,,EWR,07:05p,   Apr 8
113,British,15h,10m,1,921,LHR,09:55p,1h 15m,DOH,,,,,LGA,07:05p,   Apr 8
114,Qatar,35h,25m,1,913,LHR,07:45p,21h 30m,DOH,,,,,LGA,01:10p,   Apr 9
115,Qatar,34h,35m,1,913,LHR,07:45p,20h 50m,DOH,,,,,LGA,12:20p,   Apr 9
116,Qatar,29h,20m,1,913,LHR,07:45p,15h 25m,DOH,,,,,LGA,07:05a,   Apr 9
117,Qatar,28h,35m,1,913,LHR,08:30a,14h 45m,DOH,,,,,LGA,07:05p,   Apr 8
118,Qatar,25h,10m,1,910,LHR,11:55a,11h 15m,DOH,,,,,EWR,07:05p,   Apr 8
119,Qatar,22h,0m,1,910,LHR,03:05p,8h 5m,DOH,,,,,EWR,07:05p,   Apr 8
120,Qatar,21h,5m,1,910,LHR,04:00p,7h 10m,DOH,,,,,LGA,07:05p,   Apr 8
121,Qatar,17h,20m,1,910,LHR,07:45p,3h 25m,DOH,,,,,EWR,07:05p,   Apr 8
122,Qatar,15h,10m,1,910,LHR,09:55p,1h 15m,DOH,,,,,EWR,07:05p,   Apr 8
123,Multiple,15h,10m,1,908,LHR,09:55p,1h 15m,DOH,,,,,LGA,07:05p,   Apr 8
124,Etihad,20h,0m,1,900,LHR,09:30a,3h 50m,AUH,,,,,LGA,11:30a,   Apr 8
125,Emirates,32h,0m,1,896,LHR,10:15p,18h 45m,DXB,,,,,LGA,12:15p,   Apr 9
126,Emirates,22h,35m,1,896,LHR,02:20p,9h 20m,DXB,,,,,LGA,06:55p,   Apr 8
127,Emirates,21h,55m,1,896,LHR,09:05a,8h 35m,DXB,,,,,EWR,01:00p,   Apr 8
128,Emirates,21h,10m,1,896,LHR,09:05a,7h 40m,DXB,,,,,EWR,12:15p,   Apr 8
129,Emirates,16h,40m,1,896,LHR,02:20p,3h 25m,DXB,,,,,LGA,01:00p,   Apr 8
130,Emirates,16h,30m,1,896,LHR,09:05a,3h 20m,DXB,,,,,EWR,07:35a,   Apr 8
131,Emirates,15h,55m,1,896,LHR,02:20p,2h 30m,DXB,,,,,EWR,12:15p,   Apr 8
132,Qantas,29h,50m,1,894,LHR,08:55p,13h 45m,SIN,,,,,EWR,08:45a,   Apr 9
133,Qantas,17h,45m,1,894,LHR,08:55p,1h 45m,SIN,,,,,EWR,08:40p,   Apr 8
134,Multiple,17h,45m,1,894,LHR,08:55p,1h 45m,SIN,,,,,EWR,08:40p,   Apr 8
135,KLM-Royal Dutch,29h,50m,2,872,LHR,08:55p,7h 30m,AMS,,,,,EWR,08:45a,   Apr 9
136,Air India,37h,15m,1,868,LHR,12:30p,24h 0m,BOM,,,,,EWR,07:45a,   Apr 9
137,Air India,28h,15m,1,868,LHR,09:30p,15h 0m,BOM,,,,,EWR,07:45a,   Apr 9
138,Air India,27h,50m,1,868,LHR,09:45a,15h 0m,DEL,,,,,EWR,07:35p,   Apr 8
139,Air India,24h,20m,1,868,LHR,01:15p,11h 40m,DEL,,,,,LGA,07:35p,   Apr 8
140,SWISS,32h,20m,1,857,LHR,08:05p,19h 55m,ZRH,,,,,EWR,10:25a,   Apr 9
141,Multiple,17h,30m,1,851,LHR,09:10p,1h 30m,SIN,,,,,LGA,08:40p,   Apr 8
142,Air France,35h,15m,1,850,LHR,03:30p,22h 15m,CDG,,,,,EWR,08:45a,   Apr 9
143,Air France,33h,10m,1,850,LHR,05:35p,20h 10m,CDG,,,,,EWR,08:45a,   Apr 9
144,Air France,31h,0m,1,850,LHR,07:45p,18h 5m,CDG,,,,,JFK,08:45a,   Apr 9
145,Royal Jordanian,16h,10m,1,845,LHR,05:05p,2h 5m,AMM,,,,,JFK,03:15p,   Apr 8
146,Emirates,34h,25m,1,832,LHR,07:50p,21h 0m,DXB,,,,,EWR,12:15p,   Apr 9
147,Emirates,34h,20m,1,832,LHR,08:40p,21h 10m,DXB,,,,,EWR,01:00p,   Apr 9
148,Emirates,33h,35m,1,832,LHR,08:40p,20h 15m,DXB,,,,,JFK,12:15p,   Apr 9
149,Emirates,32h,45m,1,832,LHR,04:50p,19h 45m,DXB,,,,,JFK,07:35a,   Apr 9
150,Emirates,32h,45m,1,832,LHR,10:15p,19h 40m,DXB,,,,,JFK,01:00p,   Apr 9
151,Emirates,29h,45m,1,832,LHR,07:50p,16h 40m,DXB,,,,,EWR,07:35a,   Apr 9
152,Emirates,28h,55m,1,832,LHR,08:40p,15h 55m,DXB,,,,,JFK,07:35a,   Apr 9
153,Emirates,27h,20m,1,832,LHR,10:15p,14h 25m,DXB,,,,,JFK,07:35a,   Apr 9
154,Emirates,20h,5m,1,832,LHR,04:50p,6h 55m,DXB,,,,,JFK,06:55p,   Apr 8
155,Emirates,17h,5m,1,832,LHR,07:50p,3h 50m,DXB,,,,,EWR,06:55p,   Apr 8
156,Turkish,17h,35m,1,831,LHR,06:45a,4h 15m,IST,,,,,JFK,06:20a,   Apr 8
157,Emirates,16h,15m,1,822,LHR,08:40p,3h 5m,DXB,,,,,JFK,06:55p,   Apr 8
158,Emirates,14h,40m,1,822,LHR,10:15p,1h 35m,DXB,,,,,EWR,06:55p,   Apr 8
159,Emirates,14h,10m,1,822,LHR,04:50p,1h 0m,DXB,,,,,JFK,01:00p,   Apr 8
160,China Southern,34h,20m,1,817,LHR,10:10p,19h 50m,CAN,,,,,JFK,02:30p,   Apr 9
161,Finnair,31h,15m,1,796,LHR,04:10p,16h 45m,HEL,,,,,EWR,05:25a,   Apr 9
162,Finnair,29h,15m,1,796,LHR,06:10p,14h 45m,HEL,,,,,JFK,05:25a,   Apr 9
163,Finnair,15h,55m,1,796,LHR,07:30a,1h 25m,HEL,,,,,EWR,05:25a,   Apr 8
164,KLM-Royal Dutch,32h,15m,1,756,LHR,07:15p,19h 45m,AMS,,,,,JFK,09:30a,   Apr 9
165,KLM-Royal Dutch,31h,5m,1,756,LHR,08:25p,18h 30m,AMS,,,,,JFK,09:30a,   Apr 9
166,KLM-Royal Dutch,30h,35m,1,756,LHR,08:55p,18h 5m,AMS,,,,,EWR,09:30a,   Apr 9
167,EVA,11h,30m,Non,756,LHR,09:35p,,,,,,,JFK,03:05p,   Apr 8
168,Vistara,33h,55m,1,753,LHR,10:20p,21h 30m,DEL,,,,,JFK,02:15p,   Apr 9
169,Turkish,35h,15m,1,748,LHR,10:10p,21h 50m,IST,,,,,JFK,03:25p,   Apr 9
170,Multiple,19h,10m,1,698,LHR,07:30p,3h 10m,SIN,,,,,JFK,08:40p,   Apr 8
171,Gulf Air Company,23h,30m,1,617,LHR,10:00a,5h 10m,BAH,,,,,JFK,03:30p,   Apr 8
172,Gulf Air Company,29h,25m,1,610,LHR,10:05p,16h 0m,BAH,,,,,EWR,09:30a,   Apr 9
173,Etihad,32h,35m,1,579,LHR,08:55p,16h 25m,AUH,,,,,JFK,11:30a,   Apr 9
174,Etihad,31h,35m,1,579,LHR,09:55p,15h 25m,AUH,,,,,EWR,11:30a,   Apr 9
175,Etihad,28h,30m,1,579,LHR,09:30a,15h 10m,AUH,,,,,EWR,08:00p,   Apr 8
176,Etihad,16h,50m,1,579,LHR,09:30a,3h 30m,AUH,,,,,EWR,08:20a,   Apr 8
177,Etihad,35h,30m,1,542,LHR,02:50p,22h 10m,AUH,,,,,JFK,08:20a,   Apr 9
178,Etihad,29h,25m,1,542,LHR,08:55p,16h 5m,AUH,,,,,JFK,08:20a,   Apr 9
179,Etihad,28h,25m,1,542,LHR,09:55p,15h 5m,AUH,,,,,JFK,08:20a,   Apr 9
180,Etihad,23h,10m,1,542,LHR,02:50p,9h 50m,AUH,,,,,JFK,08:00p,   Apr 8
181,Etihad,17h,5m,1,542,LHR,08:55p,3h 45m,AUH,,,,,JFK,08:00p,   Apr 8
182,Etihad,16h,5m,1,542,LHR,09:55p,2h 45m,AUH,,,,,JFK,08:00p,   Apr 8
183,Air China,22h,25m,1,1388,LGW,12:35p,7h 40m,PEK,,,,,EWR,05:00p,   Apr 8
184,British,21h,20m,1,1367,LGW,09:00a,7h 35m,DOH,,,,,EWR,12:20p,   Apr 8
185,British,16h,5m,1,1367,LGW,09:00a,2h 20m,DOH,,,,,EWR,07:05a,   Apr 8
186,Qatar,21h,20m,1,1356,LGW,09:00a,7h 45m,DOH,,,,,EWR,12:20p,   Apr 8
187,Qatar,16h,5m,1,1356,LGW,09:00a,2h 20m,DOH,,,,,EWR,07:05a,   Apr 8
188,Multiple,21h,20m,1,1354,LGW,09:00a,7h 45m,DOH,,,,,JFK,12:20p,   Apr 8
189,British,22h,10m,1,1234,LGW,09:00a,8h 25m,DOH,,,,,JFK,01:10p,   Apr 8
190,Qatar,22h,10m,1,1223,LGW,09:00a,8h 25m,DOH,,,,,EWR,01:10p,   Apr 8
191,Multiple,22h,10m,1,1221,LGW,09:00a,8h 25m,DOH,,,,,EWR,01:10p,   Apr 8
192,Turkish,34h,35m,1,1120,LGW,01:45p,21h 15m,IST,,,,,EWR,06:20a,   Apr 9
193,Turkish,31h,20m,1,1120,LGW,05:00p,17h 55m,IST,,,,,LGA,06:20a,   Apr 9
194,Turkish,22h,30m,1,1120,LGW,10:55a,9h 0m,IST,,,,,LGA,03:25p,   Apr 8
195,Turkish,19h,40m,1,1120,LGW,01:45p,6h 10m,IST,,,,,EWR,03:25p,   Apr 8
196,Turkish,16h,25m,1,1120,LGW,05:00p,2h 50m,IST,,,,,EWR,03:25p,   Apr 8
197,British,16h,15m,1,1053,LGW,02:05p,2h 20m,DOH,,,,,EWR,12:20p,   Apr 8
198,Qatar,35h,0m,1,1045,LGW,02:05p,21h 5m,DOH,,,,,EWR,07:05a,   Apr 9
199,Qatar,23h,0m,1,1041,LGW,02:05p,9h 5m,DOH,,,,,EWR,07:05p,   Apr 8
200,Qatar,17h,5m,1,1041,LGW,02:05p,3h 10m,DOH,,,,,LGA,01:10p,   Apr 8
201,Qatar,16h,15m,1,1041,LGW,02:05p,2h 30m,DOH,,,,,EWR,12:20p,   Apr 8
202,Multiple,16h,15m,1,1039,LGW,02:05p,2h 30m,DOH,,,,,EWR,12:20p,   Apr 8
203,British,35h,0m,1,990,LGW,02:05p,21h 5m,DOH,,,,,EWR,07:05a,   Apr 9
204,Multiple,28h,35m,2,931,LGW,10:05a,7h 30m,DXB,,,,,LGA,08:40p,   Apr 8
205,Multiple,22h,20m,2,931,LGW,10:05a,1h 15m,DXB,,,,,EWR,02:25p,   Apr 8
206,British,28h,5m,1,879,LGW,09:00a,14h 20m,DOH,,,,,EWR,07:05p,   Apr 8
207,British,23h,0m,1,876,LGW,02:05p,9h 5m,DOH,,,,,EWR,07:05p,   Apr 8
208,British,17h,5m,1,876,LGW,02:05p,3h 10m,DOH,,,,,EWR,01:10p,   Apr 8
209,Qatar,28h,5m,1,868,LGW,09:00a,14h 20m,DOH,,,,,EWR,07:05p,   Apr 8
210,Multiple,24h,10m,2,867,LGW,02:30p,2h 55m,DXB,,,,,EWR,08:40p,   Apr 8
211,Emirates,26h,50m,1,853,LGW,10:05a,13h 40m,DXB,,,,,EWR,06:55p,   Apr 8
212,Emirates,20h,55m,1,853,LGW,10:05a,7h 45m,DXB,,,,,LGA,01:00p,   Apr 8
213,Emirates,20h,10m,1,853,LGW,10:05a,6h 50m,DXB,,,,,EWR,12:15p,   Apr 8
214,Emirates,15h,30m,1,853,LGW,10:05a,2h 30m,DXB,,,,,EWR,07:35a,   Apr 8
215,Emirates,35h,5m,1,789,LGW,02:30p,21h 55m,DXB,,,,,EWR,07:35a,   Apr 9
216,Emirates,33h,15m,1,789,LGW,09:45p,20h 10m,DXB,,,,,LGA,01:00p,   Apr 9
217,Emirates,32h,30m,1,789,LGW,09:45p,19h 15m,DXB,,,,,EWR,12:15p,   Apr 9
218,Emirates,27h,50m,1,789,LGW,09:45p,14h 55m,DXB,,,,,JFK,07:35a,   Apr 9
219,Emirates,22h,25m,1,789,LGW,02:30p,9h 5m,DXB,,,,,LGA,06:55p,   Apr 8
220,Emirates,16h,30m,1,779,LGW,02:30p,3h 10m,DXB,,,,,LGA,01:00p,   Apr 8
221,Emirates,15h,45m,1,779,LGW,02:30p,2h 15m,DXB,,,,,EWR,12:15p,   Apr 8
222,Emirates,15h,10m,1,779,LGW,09:45p,2h 5m,DXB,,,,,EWR,06:55p,   Apr 8
223,Multiple,23h,16m,1,2491,LGA,12:29p,4h 22m,IAH,,,,,DXB,07:30a,   Apr 8
224,Multiple,22h,10m,1,2347,LGA,01:00p,5h 57m,ORD,,,,,DXB,06:05p,   Apr 8
225,Multiple,21h,10m,1,2347,LGA,02:00p,4h 57m,ORD,,,,,DXB,07:45p,   Apr 8
226,Multiple,20h,5m,1,2347,LGA,03:05p,4h 2m,ORD,,,,,DXB,07:45p,   Apr 8
227,Multiple,18h,11m,1,2347,LGA,04:59p,2h 5m,ORD,,,,,DXB,07:10p,   Apr 8
228,Multiple,26h,30m,2,2080,LGA,03:05p,1h 2m,ORD,3h 0m,HND,,,BKK,04:35a,   Apr 9
229,Multiple,43h,46m,2,1699,LGA,04:59p,17h 15m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 9
230,Multiple,42h,46m,2,1699,LGA,05:59p,16h 15m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 9
231,Multiple,41h,30m,2,1699,LGA,07:15p,14h 57m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 9
232,Multiple,47h,36m,2,1693,LGA,05:59p,17h 30m,ORD,8h 10m,HND,,,BKK,04:35a,"Arrives: Mon, Apr 10"
233,Multiple,46h,20m,2,1693,LGA,07:15p,16h 12m,ORD,8h 10m,HND,,,BKK,04:35a,"Arrives: Mon, Apr 10"
234,Multiple,44h,35m,2,1693,LGA,09:00p,14h 19m,ORD,8h 10m,HND,,,BKK,04:35a,"Arrives: Mon, Apr 10"
235,Multiple,46h,40m,2,1687,LGA,06:55p,16h 1m,IAD,8h 40m,HND,,,BKK,04:35a,"Arrives: Mon, Apr 10"
236,Multiple,45h,39m,2,1687,LGA,07:56p,15h 0m,IAD,8h 40m,HND,,,BKK,04:35a,"Arrives: Mon, Apr 10"
237,Multiple,30h,45m,2,1680,LGA,06:00a,4h 17m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 8
238,Multiple,28h,45m,2,1680,LGA,08:00a,2h 17m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 8
239,Multiple,27h,45m,2,1680,LGA,09:00a,1h 17m,ORD,4h 0m,NRT,,,BKK,11:45p,   Apr 8
240,Multiple,39h,30m,2,1679,LGA,01:00p,2h 57m,ORD,13h 45m,HND,,,BKK,03:30p,   Apr 9
241,Multiple,38h,30m,2,1679,LGA,02:00p,1h 57m,ORD,13h 45m,HND,,,BKK,03:30p,   Apr 9
242,Multiple,35h,35m,2,1679,LGA,06:00a,10h 7m,ORD,3h 0m,HND,,,BKK,04:35a,   Apr 9
